scenario,year,B,C,I,T,seg,clusters,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,h2value,co2seq,dac,captured_co2,elec_cap,elec_cf,total_onwind,total_offwind,total_solar,total_nuclear,total_h2_storage,demand:H2 for industry,demand:land transport fuel cell,demand:Fischer-Tropsch,demand:H2 Fuel Cell,demand:Haber-Bosch,demand:Sabatier,demand:hydrogen for highT industry,demand:hydrogen for mediumT industry,demand:methanolisation
1987baab,1987,b,a,a,b,750,60,max,0.05,2050,56.07103125170212,294.0179014860899,953214663170.1763,-30.84458735796708,1.9061428483305176,3356046576.9700007,274999999.4524797,55038965.08210185,543.2024301577874,467874.9194383042,0.7008073375128382,974546.2475816996,576246.2930397264,2380340.7704595844,31807.903057263866,7892859.085893977,180785358.03438,4657298.0902,79300000.0,304105444.0116,1300670353.1673,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,60,min,0.05,2025,-0.0,1.301454264990173e-11,982695267102.5427,,59.03742038416912,-0.0,0.0,0.1834087477582956,7.154780254849588,0.0,,373204.37432974414,52449.324634735734,400548.19288493344,99790.10003860213,0.05111861111996652,98096328.3234,32831214.49875,0.0,0.0,0.0,0.0,0.0,1349992.71988,0.0
1987bcab,1987,b,c,a,b,750,60,max,0.05,2025,10.905527693158525,4.268690930192231e-09,1019256497029.492,-15.20076903047109,0.6563214466673634,228909538.44077775,0.9476900183747716,0.008367573583997104,31.47343462680433,70691.50778344578,0.9992558636269987,421353.2805807409,96313.70898274545,425153.726503022,99790.10000200132,0.0033071369841751264,98096328.0257,32831214.50537,0.0,0.0,118383367.54825,0.0,0.0,122490327.8932,0.0
1987bcab,1987,b,c,a,b,750,60,min,0.05,2030,-0.0,4.481395366988429e-12,938631667834.8693,,80.56576851046714,-0.0,100000000.00001942,0.13898060290836844,107.1547801849345,0.0,,519865.4520171551,171689.9902321601,678610.0228266107,76584.0000411951,7882.641141442414,98096328.23567,32831214.49613,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,60,max,0.05,2030,12.130460263416378,5.402056799626387e-06,976807399040.0969,-18.527469976606515,1.049606620154704,408238033.7099554,99999999.99280049,1.0145500929248181,153.61203469703628,85036.04207453817,0.9142630971221017,546316.7178642217,242340.46780778436,700188.7629079956,76584.00031418724,75336.92534934146,98096330.37943,32831214.54043,80000.0,6757898.75581,226154210.42096,0.0,0.0,40388589.92719,0.0
1987bcab,1987,b,c,a,b,750,60,min,0.05,2035,-0.0,3.5738234537649774e-11,911466339456.868,,150.34540861894905,-0.0,300000000.0000324,0.39438041595812895,307.15478006787544,0.0,,682169.391001306,324062.7624045686,1010284.5633509017,40121.30008027312,155286.46596305535,137951446.39924,32831214.47368,19450000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,60,max,0.05,2035,20.717691149595247,5.699389336476277e-06,943143310101.0951,-21.394667303078958,1.4837667937835939,924199795.84068,299999999.8782643,1.145035467189121,392.03596080214754,174930.2824685405,0.7282510580729078,690293.7093903038,422242.36129744374,1051773.7783238657,40121.30025399659,2540392.442326996,137951447.11392,32831214.461,19450000.0,65889512.86918,413202132.85148,0.0,0.0,21196345.1497,0.0
1987bcab,1987,b,c,a,b,750,60,min,0.05,2040,2.507933679221826,83.58889219112724,970575023762.1635,-3.63728710636722,0.9607868827991699,79542709.28142309,500000017.1112338,73286923.57761514,500.22167920154845,22610.736187517345,0.6460801174721487,925251.627413834,410000.0440562231,1528077.4412838207,31807.993528055144,236284.9124352158,161528482.68441,834896.30628,39880000.0,123331652.29359,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,60,max,0.05,2040,37.6579968773635,119.01600093574145,973865217693.5754,-25.318642288357353,1.8278116669584163,2146232290.8166714,499999999.87704754,120267801.95799032,699.5077689129441,305516.22165866074,0.7380989308037628,823318.9313282534,508087.6570657118,1879474.4576042695,31807.90052760313,4669953.908495353,120838856.3399,32831210.94542,39880000.0,123331652.29359,936375586.84307,0.0,0.0,1883743.69337,0.0
1987bcab,1987,b,c,a,b,750,60,min,0.05,2045,2.4661039404596408,3.4567844582538035e-06,868915909104.9073,,64.26271643307476,5115361395.964395,681406044.9306655,103226077.23797402,681.532305595928,22607.214724574427,0.6354031291872875,875606.4964043783,401944.11041386815,1526007.5816615461,31807.900043066435,372278.1557053144,377082152.22827,579372.10624,64210000.0,214563285.49707,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,60,max,0.05,2045,,,,,,,,,,,,,,,,,,,,,,,,,
1987bcab,1987,b,c,a,b,750,60,min,0.05,2050,2.159598363707465,71.97941330557636,805257163483.5767,,64.34564376638603,4483752273.145294,738928495.4848568,102933961.44056284,738.9997318796856,22607.214724574427,0.5564305443799386,828814.01874459,387994.8399224612,1501590.7005042597,31807.941919567184,555372.757809671,407344736.5036,325439.24394,79300000.0,304105444.0116,1360.58526,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,60,max,0.05,2050,,,,,,,,,,,,,,,,,,,,,,,,,
1987baab,1987,b,a,a,b,1000,60,min,0.05,2025,-0.0,4.954580209385287e-12,984214179864.3472,,59.23412031394924,-0.0,0.0,0.057491851323433145,7.154780127041457,0.0,,376871.4682335253,52476.2020790364,395520.36168781435,99790.1000270535,0.041512467577726794,98096328.20782,32831214.50147,0.0,0.0,0.0,0.0,0.0,1349781.81589,0.0
1987baab,1987,b,a,a,b,1000,60,max,0.05,2025,10.86059275406069,4.017716994983929e-07,1021121904549.8171,-14.901297677734476,0.6136878605289642,212392341.25370395,18.184191181137013,0.15822232013966664,27.572307397485908,70380.90125411253,0.9995303149926229,420808.6432567962,96285.01877530146,410697.6608673042,99790.10007476807,0.46649041243843803,98096328.87424,32831214.58154,0.0,0.0,99392652.5876,0.0,0.0,139983358.59127,0.0
1987baab,1987,b,a,a,b,1000,60,min,0.05,2030,-0.0,2.1246506303758754e-11,950441900453.7798,,89.05812200972254,-0.0,25000000.000012264,0.33485123594695065,32.15478059226923,0.0,,551225.718168026,197443.519137813,686358.4466306649,76584.00011499801,8538.696865413729,98096328.86964,32831214.47401,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1000,60,max,0.05,2030,12.763816546313612,2.6704321344694503e-07,988727462964.5198,-17.281066305994834,0.933694946913595,371167143.9069748,24999999.991767753,0.04842630024268714,78.8294666135689,98809.22793791916,0.8203582374863186,573802.5421120555,269813.440114675,719655.4557717228,76584.00002058217,549006.2252365726,98096328.20612,32831214.5129,80000.0,6757898.75581,227212674.83582,0.0,0.0,60439889.05159,0.0
1987baab,1987,b,a,a,b,1000,60,min,0.05,2035,1.5398429689508943,51.3229198725708,1024706282568.3464,-3.2532836796180358,0.9913247587629302,50268533.25894067,75000000.03544939,39.641549779182526,76.11060095470991,13247.467085892455,0.6938454322053513,969767.1228105635,404128.6826752797,1090014.1556712552,40121.309457016854,144626.56640846396,79012554.21038,5094627.01689,19450000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1000,60,max,0.05,2035,37.07566522365587,53.71373855282676,1026505336581.6472,-22.86856592812579,1.8115675150906738,2087399474.5047295,74999999.99872324,0.20918307608830736,284.9338756001327,298341.85184472403,0.7539084534836455,817209.6882058785,560992.3718318597,1286580.9896987579,40121.30008624706,3415781.44564854,76266591.68074,32831214.46275,19450000.0,65889512.86918,987129941.98722,0.0,0.0,54164662.89181,0.0
1987baab,1987,b,a,a,b,1000,60,min,0.05,2040,22.850765129976207,761.6160013110938,1112443887830.7454,-2.8210211833525425,1.0228040037978925,754101686.0960994,125000000.0040018,0.280238440690339,253.58482097981437,199563.42576637576,0.6678557106750097,1092419.131029277,487309.30770170095,1855677.1427636303,31807.900211982313,3663679.549104333,43295.84869,4870846.53556,39880000.0,123331652.29359,620784420.85948,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1000,60,max,0.05,2040,57.582438324593866,215.4907141212184,1116275224258.5662,-29.495324522979065,2.4719393970981507,4455438595.064964,124999999.82209188,25495643.475957252,459.7980127739049,499355.386742073,0.6865366653378425,1052726.187040629,596890.3545090214,2355850.9602495963,31807.90122646559,7840428.317863606,35815116.52918,7296219.42431,39880000.0,123331652.29359,1622058546.72374,0.0,0.0,90841180.2258,0.0
1987baab,1987,b,a,a,b,1000,60,min,0.05,2045,22.669023497397294,755.5585531494936,987874366281.8488,,95.1663332109849,69264750523.40558,200000000.0003773,8.961915313717238,376.1810856145896,199563.4214366419,0.6625325190377348,1049702.4953788158,481811.2790642638,1866093.7251107548,31807.901078229806,3661640.5246117264,6927072.34126,0.0,64210000.0,214563285.49707,857650643.22044,0.0,0.0,16610440.39966,0.0
1987baab,1987,b,a,a,b,1000,60,max,0.05,2045,51.48556213640491,297.92380289632143,1032138331994.9519,-227.93427790345532,17.20561972174601,27616554923.16147,199983342.26257455,47989372.43223913,485.6110533878659,499651.9610457532,0.6125878284538189,1005808.6317576331,589073.4995426914,2354772.975122475,31895.853068811597,7887657.340742032,77623370.08059,5150100.35724,64210000.0,214563285.49707,1360983589.74074,726188.45519,789688.20792,5470455.94101,653290.98095
1987baab,1987,b,a,a,b,1000,60,min,0.05,2050,21.655933497303486,721.7922634656442,906316376549.8026,,90.44788842661502,64230734971.93321,275000000.0013216,13580001.196158364,399.22898245235695,199563.4214366419,0.6328779806163899,1012111.2169597953,484327.5119099804,1933357.3273062964,31807.90015404266,3664631.797856662,290741.6173,0.0,79300000.0,304105444.0116,604747484.52913,0.0,0.0,178974.09661,0.0
1987baab,1987,b,a,a,b,1000,60,max,0.05,2050,55.666015494631495,295.740906060796,955283374941.5182,-30.98709815231143,1.9114638238379738,3346647660.4536824,274999997.51428986,55084481.99345584,540.8736201442366,465300.7324803056,0.6999868877661398,962550.4760388792,587216.0837103168,2378600.1607211437,31807.90072895912,7906345.981093845,179648269.70388,3823078.41295,79300000.0,304105444.0116,1290218712.65602,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,60,min,0.05,2025,-0.0,8.663971023828726e-12,984614652434.1162,,59.19486054166101,-0.0,0.0,0.24702144960936953,7.154780387370602,0.0,,377576.20315988583,52601.62244454362,397808.93747966737,99790.10005720469,0.08225530951264622,98096328.44091,32831214.49703,0.0,0.0,0.0,0.0,0.0,1349996.16471,0.0
1987bcab,1987,b,c,a,b,1000,60,max,0.05,2025,10.914612390324875,3.792746181579195e-08,1021050894956.9287,-15.177609646539413,0.6566446629334607,229031411.24943593,2.658305420425364,0.03206920412182457,32.410104457811855,70787.65921343617,0.9987298520187008,422997.5435435371,98310.33420484007,422497.38909644703,99790.10000736346,491.1732375231462,98096328.09009,32831214.5109,0.0,0.0,122943082.14179,0.0,0.0,118233406.12689,0.0
1987bcab,1987,b,c,a,b,1000,60,min,0.05,2030,-0.0,2.3128269654964428e-10,940847346659.1729,,81.06292650953756,-0.0,100000000.00056942,5.286739156129295,107.15478925367016,0.0,,525572.644065958,170585.506725282,680730.1214181543,76584.00125260062,8600.264851869535,98096337.13461,32831214.30517,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,60,max,0.05,2030,12.160145922263858,9.666874552120008e-07,979140960182.7688,-18.467634471982866,1.0541711480542235,410120409.4051469,99999999.99382497,0.27041396819969166,154.3901995858593,85764.89636891967,0.9083072661399059,548063.4602704588,243505.163319794,708191.4745985351,76584.0000752722,105727.00455603297,98096328.64431,32831214.53184,80000.0,6757898.75581,229942325.44359,0.0,0.0,37589896.62265,0.0
1987bcab,1987,b,c,a,b,1000,60,min,0.05,2035,-0.0,4.4793963977686495e-11,914026056205.453,,150.30818641908988,-0.0,300000000.00007576,1.4471234811963842,307.15478049286173,0.0,,687777.8408174918,324427.03469269886,1002411.2346763853,40121.300204546904,146778.43202910115,137951447.04104,32831214.39923,19450000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,60,max,0.05,2035,20.80248312597817,1.4164380459394325e-06,946045048743.5312,-21.393757324016374,1.487180963985403,929055631.0864325,299999999.9947641,0.3336217075350823,392.5451239323383,175548.4175717056,0.7286482034199413,689209.2122440785,425658.5889478137,1056506.2845331256,40121.30006698429,2392196.481709072,137951446.5461,32831214.50072,19450000.0,65889512.86918,415680743.50668,0.0,0.0,21543847.09869,0.0
1987bcab,1987,b,c,a,b,1000,60,min,0.05,2040,2.533716889725029,84.44873793748606,973535244352.9966,-3.6155786476122227,0.9590730772199645,80167108.57374167,500000000.8576579,73609075.95557933,500.1434853706458,22616.419106343747,0.6525582345803319,943557.0088111074,411990.2207542408,1489239.1672112034,31807.910982858004,244057.3023839597,160536023.81618,653964.14863,39880000.0,123331652.29359,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,60,max,0.05,2040,37.869353791188296,118.14563258833641,976931780711.345,-24.78397621482602,1.7677724468747866,2084664238.4641948,499999999.89273965,120863994.50615864,700.6905398811631,308112.1687138779,0.7359628617868268,815668.7709101136,519257.27027751063,1878897.551237248,31807.900208291318,4692547.985781004,121838365.97107,32831213.58278,39880000.0,123331652.29359,942133323.27767,0.0,0.0,2171011.78036,0.0
1987bcab,1987,b,c,a,b,1000,60,min,0.05,2045,2.4893839527379154,0.00012501331936998637,871457009037.6451,,64.26031570228963,5163429737.275699,681667150.8382046,103252830.24691069,681.7540160155318,22616.134738064102,0.6411483577888878,893911.9011667292,403934.5261278917,1487169.3441882294,31807.900787085833,403312.42815864854,377082049.94458,398564.43357,64210000.0,214563285.49707,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,60,max,0.05,2045,,,,,,,,,,,,,,,,,,,,,,,,,
1987bcab,1987,b,c,a,b,1000,60,min,0.05,2050,2.11086701989966,70.3551969563543,807588968531.6063,,64.36574743962767,4378845971.730879,741307440.5731995,102288554.59271884,741.3386513652584,22616.134738064102,0.5436601781862115,847726.667114706,389985.22774853127,1463368.5115822807,31807.90060424824,588829.4982484671,409209108.89901,143189.37645,79300000.0,304105444.0116,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,60,max,0.05,2050,,,,,,,,,,,,,,,,,,,,,,,,,
1987baab,1987,b,a,a,b,1500,60,min,0.05,2025,-0.0,8.016148436701528e-11,985435112197.8632,,59.38141264332207,-0.0,0.0,0.9914829356310237,7.154783221772541,0.0,,376122.5170826875,53323.39103890408,395953.77111960406,99790.10040667553,0.8669301005829972,98096331.53013,32831214.45779,0.0,0.0,0.0,0.0,0.0,1349992.88855,0.0
1987baab,1987,b,a,a,b,1500,60,max,0.05,2025,10.856770595558295,5.581817098977831e-07,1021907061270.9536,-14.878811517347696,0.6133048984862006,212305458.13324404,5.487848457002964,0.1340589184433243,27.6071969000705,70358.52872835273,0.9994962688713999,417492.01151670644,99020.21435866777,408997.9890625975,99790.10005522888,174.44867117455863,98096328.66899,32831214.54467,0.0,0.0,99562495.55658,0.0,0.0,139686123.72658,0.0
1987baab,1987,b,a,a,b,1500,60,min,0.05,2030,-0.0,8.568308278637082e-12,950943575078.5012,,89.89486721469663,-0.0,25000000.000010032,0.25293917841751484,32.154780446243585,0.0,,549585.7489873692,199548.6141631668,690129.6600278441,76584.00011874741,9157.943264546495,98096328.65174,32831214.48074,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1500,60,max,0.05,2030,12.829909136865968,6.833963383167584e-07,990017317177.4978,-17.273593520929968,0.9383710810703425,374086462.5711663,24999999.95812034,0.08973739192810701,79.50551109628506,99761.241712449,0.8163690789407472,572251.7549061221,271951.7740283551,724058.5068116698,76584.00004326693,538974.8779101071,98096328.28799,32831214.49964,80000.0,6757898.75581,230503663.78574,0.0,0.0,59351765.87252,0.0
1987baab,1987,b,a,a,b,1500,60,min,0.05,2035,1.705656359300469,56.84621078117345,1026573433981.209,-3.2934668057517684,0.9974348487303605,56064664.659799665,74999989.84442332,3572.472274643742,76.7250116401092,14708.653016813974,0.6922098632773271,961629.697015614,412469.46714547253,1072057.208595603,40122.34368315278,154041.2602450119,72692347.15626,7795741.82791,19450000.0,65889512.86918,7081.9928,0.0,1709.8861,3436.15436,1326.27238
1987baab,1987,b,a,a,b,1500,60,max,0.05,2035,37.16986947079333,54.57339165587366,1028367144789.1782,-22.8129053193238,1.8129428114258987,2093283658.4856172,75000000.00142545,0.4234084852181095,284.9441931918129,300814.49379652756,0.7496073065248884,810388.320275509,569398.6711424539,1286583.9780541728,40121.300203345134,3381038.6875423915,75279370.87779,32831214.33952,19450000.0,65889512.86918,987180167.41269,0.0,0.0,58241490.7149,0.0
1987baab,1987,b,a,a,b,1500,60,min,0.05,2040,22.87376551451241,762.3826044993455,1114280620320.002,-2.8291294202342363,1.0239466337462448,755586204.8414054,125000000.00847268,0.3111828692979433,253.78568651451016,200364.70708725372,0.6659580781866177,1085515.9731417643,498042.0832038494,1847420.5596405123,31807.900242183758,3639611.734575582,16850.14146,6747708.82301,39880000.0,123331652.29359,619771135.82575,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1500,60,max,0.05,2040,57.330747035323526,217.59135502918514,1118135636738.7827,-29.387370007808467,2.475577429300971,4443105015.417653,124999999.88768215,24768682.843440324,458.1039265215119,501021.15275195596,0.6814200090857275,1063553.9279605516,607665.1266458826,2311641.010314983,31807.90046821337,7862858.458917459,33400563.63511,7298214.39102,39880000.0,123331652.29359,1613809624.60739,0.0,0.0,93113758.16022,0.0
1987baab,1987,b,a,a,b,1500,60,min,0.05,2045,22.68553505441218,756.1088833435006,989625173846.0183,,94.81127070149351,68933297760.48315,200000000.00018424,8.199828745610066,378.2661178607819,200364.7043794433,0.6604761598970085,1042278.5048617949,492664.26754584454,1856870.7450382041,31807.900977036385,3639413.125136319,7001722.63989,0.0,64210000.0,214563285.49707,867800591.39124,0.0,0.0,8298031.27476,0.0
1987baab,1987,b,a,a,b,1500,60,max,0.05,2045,,,,,,,,,,,,,,,,,,,,,,,,,
1987baab,1987,b,a,a,b,1500,60,min,0.05,2050,21.67485070085256,722.4227738582049,908099534930.6885,,90.34552032219874,64199333901.224495,275000000.0018811,14767254.509095453,399.65123329958,200364.7043794433,0.630996484489622,1004669.7687823883,496117.45399175026,1924784.8670534182,31807.900133152965,3643259.384860077,377311.20753,0.0,79300000.0,304105444.0116,606803005.30693,0.0,0.0,127538.74318,0.0
1987baab,1987,b,a,a,b,1500,60,max,0.05,2050,,,,,,,,,,,,,,,,,,,,,,,,,
1987bcab,1987,b,c,a,b,1500,60,min,0.05,2025,-0.0,6.308677448487649e-12,984960046679.5793,,59.36119551656686,-0.0,0.0,0.2812094597154601,7.154780432826444,0.0,,377132.7564360859,53496.294572160914,397741.07007098733,99790.10006226088,0.09921635292707391,98096328.50576,32831214.49622,0.0,0.0,0.0,0.0,0.0,1349999.47847,0.0
1987bcab,1987,b,c,a,b,1500,60,max,0.05,2025,10.897817909167925,2.503568642846983e-07,1021834749613.8358,-15.161337227585085,0.6570983060732666,228761232.0183985,-3.392473335159784,0.07964597928725908,32.158490689288655,70691.8816353099,0.9985441477916972,418949.33077481936,101110.24547136971,422068.2166619105,99790.10001655592,335.9621202683827,98096328.1867,32831214.51119,0.0,0.0,121718224.3953,0.0,0.0,118898503.45203,0.0
1987bcab,1987,b,c,a,b,1500,60,min,0.05,2030,-0.0,2.5002569629512073e-11,941427521490.2188,,81.62033487095948,-0.0,100000000.00001882,0.26715349771855285,107.15478039629873,0.0,,523409.5414522841,173283.82580999867,682164.4080817405,76584.00007425965,9126.104399722502,98096328.45035,32831214.4907,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,60,max,0.05,2030,12.210558193359565,1.093691051922974e-06,980271770029.8525,-18.44663874214632,1.056315955214104,413312657.4712575,100000000.00129032,0.21533006100257335,154.85638295694818,86347.01218904193,0.9055170681485081,547109.7850968975,244672.90146241232,713928.9231482684,76584.00006775939,119276.27127157197,98096328.45468,32831214.50369,80000.0,6757898.75581,232211709.56974,0.0,0.0,37000754.01461,0.0
1987bcab,1987,b,c,a,b,1500,60,min,0.05,2035,-0.0,4.9799258644072607e-11,917959809235.9526,,150.26518079781093,-0.0,300000000.0000387,0.8403101944191502,307.15478026794915,0.0,,689571.3980225774,329393.7525759471,988022.0352655041,40121.300154292134,162544.03129177727,137951446.77257,32831214.43604,19450000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,60,max,0.05,2035,20.89468542858143,3.5891263638275826e-06,947566872570.317,-21.457025063629786,1.4954239574340848,940613602.351597,300000000.0107882,0.7941524822502395,393.0498638209742,176433.9706430632,0.7282513969718054,687150.676308913,427642.2674962786,1067481.3788060532,40121.30013419451,2397644.399177001,137951446.88654,32831214.49215,19450000.0,65889512.86918,418137819.11993,0.0,0.0,22159875.36191,0.0
1987bcab,1987,b,c,a,b,1500,60,min,0.05,2040,,,,,,,,,,,,,,,,,,,,,,,,,
1987bcab,1987,b,c,a,b,1500,60,max,0.05,2040,37.92034126740561,118.96051115104972,978752051890.0354,-24.691295247121158,1.7658904905517312,2085800913.4151325,499999999.93902355,121193161.02654634,701.2307382360593,309241.7019006093,0.7342816590505975,812088.8426621185,528578.9021477104,1869427.464295452,31807.90016770341,4562761.326485509,120902558.65189,32831213.46497,39880000.0,123331652.29359,944763013.51623,0.0,0.0,2176540.01679,0.0
1987bcab,1987,b,c,a,b,1500,60,min,0.05,2045,,,,,,,,,,,,,,,,,,,,,,,,,
1987bcab,1987,b,c,a,b,1500,60,max,0.05,2045,,,,,,,,,,,,,,,,,,,,,,,,,
1987bcab,1987,b,c,a,b,1500,60,min,0.05,2050,,,,,,,,,,,,,,,,,,,,,,,,,
1987bcab,1987,b,c,a,b,1500,60,max,0.05,2050,,,,,,,,,,,,,,,,,,,,,,,,,
1987baab,1987,b,a,a,b,2000,60,min,0.05,2025,-0.0,2.3512944685207607e-09,985831041780.6172,,59.381076182113134,-0.0,0.0,51.38374292623252,7.15495103363968,0.0,,376885.4675007427,53351.43038464362,393831.430058646,99790.12061354978,44.38219006050286,98096511.08867,32831212.18012,0.0,0.0,0.0,0.0,0.0,1348321.84556,0.0
1987baab,1987,b,a,a,b,2000,60,max,0.05,2025,10.87068330544453,8.819282717596939e-07,1022136366743.074,-14.872077930657696,0.6136282614287463,212453604.54313892,-1.926158805996558,0.21975398980218844,27.711228511854806,70463.90275972986,0.9992805061927301,416505.7985072421,100079.4553955076,406688.3330130006,99790.1000855294,115.01323115575777,98096329.16891,32831214.58535,0.0,0.0,100068920.24282,0.0,0.0,139643407.43328,0.0
1987baab,1987,b,a,a,b,2000,60,min,0.05,2030,-0.0,3.874704471735306e-12,951350601555.5337,,89.96236349368768,-0.0,25000000.000003222,0.10706783680805283,32.15478015143615,0.0,,548768.5818915935,200124.27563928673,689400.720640596,76584.00004334799,9287.914871283037,98096328.27645,32831214.49311,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,2000,60,max,0.05,2030,12.869281935309559,2.9283394193964426e-07,990483455456.6436,-17.256489421898117,0.9385557997653903,375058100.2793039,24999999.98036042,0.051737078129251865,79.73766108757728,100082.92311017777,0.8162198769114267,569922.489317038,273665.13835025136,724787.8186863033,76584.00002050328,528078.2514640635,98096328.19723,32831214.50989,80000.0,6757898.75581,231633771.38285,0.0,0.0,59533953.84536,0.0
1987baab,1987,b,a,a,b,2000,60,min,0.05,2035,,,,,,,,,,,,,,,,,,,,,,,,,
1987baab,1987,b,a,a,b,2000,60,max,0.05,2035,37.36588550100348,53.398260846346474,1029380515708.0767,-22.604004139830757,1.7914594915631945,2077287036.9811766,74999999.99743728,0.02985442722078244,285.8119903377639,303616.8333968086,0.7465768864859837,813393.2692530097,572987.7963006943,1278422.7141374457,40121.30001260458,3485469.263132518,76628883.89704,32831214.49908,19450000.0,65889512.86918,991404611.34703,0.0,0.0,59200741.41863,0.0
1987baab,1987,b,a,a,b,2000,60,min,0.05,2040,,,,,,,,,,,,,,,,,,,,,,,,,
1987baab,1987,b,a,a,b,2000,60,max,0.05,2040,57.251027478344994,217.43324588233276,1118840209031.98,-29.37122757198016,2.484171156905849,4451707679.727614,124999999.9611986,24290814.71110203,456.15085048479733,502994.6160327964,0.6778826915652358,1072303.6125784707,613614.2506498061,2274739.118262594,31807.900089336108,8273431.577065298,33822013.15428,7060340.06752,39880000.0,123331652.29359,1604554395.43264,0.0,0.0,99528349.00043,0.0
1987baab,1987,b,a,a,b,2000,60,min,0.05,2045,,,,,,,,,,,,,,,,,,,,,,,,,
1987baab,1987,b,a,a,b,2000,60,max,0.05,2045,,,,,,,,,,,,,,,,,,,,,,,,,
1987baab,1987,b,a,a,b,2000,60,min,0.05,2050,,,,,,,,,,,,,,,,,,,,,,,,,
1987baab,1987,b,a,a,b,2000,60,max,0.05,2050,,,,,,,,,,,,,,,,,,,,,,,,,
1987bcab,1987,b,c,a,b,2000,60,min,0.05,2025,-0.0,4.2976519576346e-12,985094889999.7028,,59.37012992935899,-0.0,0.0,0.39346481285501156,7.1547806559471425,0.0,,378040.1387541493,53561.670429476064,395320.481046307,99790.10008275932,0.15699764247249615,98096328.70201,32831214.49282,0.0,0.0,0.0,0.0,0.0,1349997.30794,0.0
1987bcab,1987,b,c,a,b,2000,60,max,0.05,2025,11.072246771247807,1.4700368718308529e-08,1022674240094.4524,-15.148457926188788,0.6570735777499404,232353074.69883692,-45.86167697137914,0.01890348387361325,33.43143672933105,71836.18219045781,0.9983659911767603,419545.27453608613,102633.72572884719,419739.64771180414,99790.1000043791,161.868775407057,98096328.0594,32831214.50891,0.0,0.0,127914934.23514,0.0,0.0,118515508.03854,0.0
1987bcab,1987,b,c,a,b,2000,60,min,0.05,2030,-0.0,1.356498408663992e-11,942133169137.8357,,81.66776490551126,-0.0,100000000.00002493,0.45747945340722973,107.15478072876734,0.0,,523188.20753445756,173799.28045182527,681052.1318226812,76584.00012552478,9401.724714059097,98096328.7824,32831214.48224,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,2000,60,max,0.05,2030,12.169833202951255,2.531606113337892e-07,980552275736.6191,-18.47940120884236,1.0596692272761443,412731711.2782729,99999999.99186778,0.08550822772186586,154.4496170458102,86637.3665005842,0.9000004881639,546212.907804271,245079.71764565213,713688.1837208949,76584.00002524216,127646.63973474008,98096328.21491,32831214.51598,80000.0,6757898.75581,230231570.92032,0.0,0.0,37623528.50964,0.0
1987bcab,1987,b,c,a,b,2000,60,min,0.05,2035,-0.0,1.4162680270101464e-11,917529220955.463,,150.31864262197254,-0.0,300000000.0000269,1.1430486227836527,307.1547803738096,0.0,,692405.1754301101,330885.5212666701,982797.9828033794,40121.30011974559,185491.34639215362,137951446.91832,32831214.39604,19450000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,2000,60,max,0.05,2035,21.06368045364223,2.7185922778569207e-06,948453495455.1307,-21.3931787639404,1.489744829892045,943829735.3058666,299999999.94114685,0.6914974091925781,394.2637068701564,178550.5893318326,0.7254424195880803,687279.9763470925,429956.22963275947,1065818.2330499357,40121.30012721262,2387804.093256773,137951446.8787,32831214.52132,19450000.0,65889512.86918,424046814.63692,0.0,0.0,21883483.48484,0.0
1987bcab,1987,b,c,a,b,2000,60,min,0.05,2040,,,,,,,,,,,,,,,,,,,,,,,,,
