scenario,year,B,C,I,T,seg,clusters,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,h2value,co2seq,dac,captured_co2,elec_cap,elec_cf,total_onwind,total_offwind,total_solar,total_nuclear,total_h2_storage,demand:H2 for industry,demand:land transport fuel cell,demand:Fischer-Tropsch,demand:H2 Fuel Cell,demand:Haber-Bosch,demand:Sabatier,demand:hydrogen for highT industry,demand:hydrogen for mediumT industry,demand:methanolisation
1987baab,1987,b,a,a,b,1500,50,max,0.05,2025,10.477683453618722,5.577019338730614e-08,1016127939234.5315,-14.700684104104987,0.5693231776247394,196540356.4084057,-4.437197860662934,0.009780538473492292,53.708608942721845,67904.50691588665,0.999456597094632,395209.9589611298,99556.02995150998,418032.38917066506,99790.100003606,0.005456464255371849,98096328.03914,32842594.9529,0.0,0.0,226612266.12879,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1500,50,min,0.05,2030,-0.0,3.044635379054033e-11,949530914165.5208,,90.73337548039306,-0.0,25000000.000016842,0.34162426359495157,32.15726071825332,0.0,,518452.5021824401,217998.81020758726,683749.9314671417,78601.10013338455,9131.484865373968,98096328.88368,32842594.91481,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1500,50,max,0.05,2030,12.714940245230153,1.1921701664419716e-06,988508341060.2695,-17.652661404342652,1.0252780589433672,393072610.2392585,24999999.973666824,0.12426313194075408,89.89377469590077,98608.88939275197,0.8182477655247762,534829.4472682187,287322.5809876196,732823.9033349787,78601.10006929828,733413.4905950886,98096328.44334,32842594.92668,60000.0,6757898.75581,281061724.53635,0.0,0.0,4970411.86357,0.0
1987baab,1987,b,a,a,b,1500,50,min,0.05,2035,1.6944887432946856,56.47540305275296,1025714200229.2596,-3.2564383384830444,0.9975008234375081,55604583.89442232,75000020.03317054,2179.0834635405186,77.38817751534451,14852.665248009012,0.681009928396719,910302.2005717992,433002.82678738545,1148143.7290203017,40121.83413902777,175850.324071703,73108926.55251,10887639.86448,19440000.0,65889512.86918,4375.23332,0.0,0.0,1964.13296,0.0
1987baab,1987,b,a,a,b,1500,50,max,0.05,2035,37.295908898164086,54.673356368688665,1027581202239.4504,-22.64796675908623,1.8003928935123223,2085067580.3106768,75000000.00311624,0.392245384119252,285.6978092985509,311112.32135813474,0.7266848164610091,818353.2520178386,569252.8620338169,1283035.689518941,40121.300155392324,4231919.926522749,75164571.08085,32842594.78734,19440000.0,65889512.86918,990836702.08547,0.0,0.0,58899268.61201,0.0
1987baab,1987,b,a,a,b,1500,50,min,0.05,2040,22.89972553507568,763.2478520945981,1115679044013.7192,-2.8580842455177087,1.0286516517601731,759025046.417494,125000000.00309631,0.109472397586133,254.72143991753197,202792.35619960364,0.6587554491077301,1041672.5074039602,502778.88253993937,1967255.2238693517,31807.900087256792,3737157.5671797385,1836.32103,6614121.60887,39860000.0,123331652.29359,624468108.55737,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1500,50,max,0.05,2040,57.13957802146431,219.27763026866435,1119148221313.506,-29.021752684101134,2.4497919692995485,4365104396.265409,125000000.00858739,24690160.41072821,448.8493333463721,508602.10024668655,0.6691405967874996,1076476.696551526,601292.675130734,2338743.792872264,31807.90034758093,9500021.664819166,31734117.25748,7042338.59998,39860000.0,123331652.29359,1569029656.65954,0.0,0.0,133464385.86112,0.0
1987baab,1987,b,a,a,b,1500,50,min,0.05,2045,22.72152579484495,757.3084547413022,994039312121.603,,93.49237016683477,68010449796.50959,200000000.0000556,0.6771964338861841,378.3279251247614,202792.35530442107,0.6536228964400752,995976.4659799619,498250.668923566,1977609.4537557806,31807.900103441927,3734590.464819944,5472195.70538,0.0,64200000.0,214563285.49707,868101486.42786,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1500,50,max,0.05,2045,52.34785762571834,285.1425587363739,1036813852107.3914,-48.46495759966997,3.3900670790323546,5441594021.964368,200000001.71846694,47365681.07671058,484.09475655039347,508602.14989519044,0.6126822320112241,1032573.5085563606,596527.0270659359,2339290.816752741,31807.909499983518,10444966.652590062,74048855.51686,8639578.67431,64200000.0,214563285.49707,1373809303.05907,0.0,0.0,9493517.28351,0.0
1987baab,1987,b,a,a,b,1500,50,min,0.05,2050,21.624741165914582,720.7526230608128,910378084764.1848,,89.74678404514013,63702900396.41939,275000000.000366,18530071.87407659,398.89630808594694,202792.35530442107,0.6220046738969965,955417.8527730851,504909.7707698898,2038740.9029603961,31807.900163995666,3737350.9424529225,189246.6642,0.0,79300000.0,304105444.0116,603128024.154,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1500,50,max,0.05,2050,56.04771808427443,304.6722645528228,959022555598.6233,-29.343494484363124,1.793232134228805,3167791237.693282,274999999.97235507,54311041.52969862,545.4394870914506,474101.4463896899,0.6925059260536093,987828.6856132927,595421.0573068741,2363801.369157306,31807.90041949079,10472313.083652781,168420012.01667,4797166.12147,79300000.0,304105444.0116,1311412005.31873,0.0,0.0,35831.85734,0.0
1987bcab,1987,b,c,a,b,1500,50,min,0.05,2025,-0.0,1.6429044606412152e-11,979377189023.5592,,59.49466902822873,-0.0,0.0,0.5610091686422545,7.157260966084809,0.0,,355191.582654429,60559.32810305814,400664.98084020516,99790.10011964131,0.2872992765891275,98096328.92126,32842594.93459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,50,max,0.05,2025,10.641966041688365,6.359475659373448e-08,1015983221444.2092,-15.137981283337623,0.6390460425139489,224208873.95782208,-15.587541621724313,0.0432014682185076,54.83341002156129,68978.69611943468,0.9993190197282701,398169.91433620313,108438.85474888483,429624.95455798524,99790.10000934584,0.011542075754119144,98096328.12482,32842594.96128,0.0,0.0,232087804.73484,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,50,min,0.05,2030,-0.0,6.622714292341529e-12,939462336525.2861,,83.94801722994215,-0.0,100000000.00000504,0.058679991805568495,107.1572601320037,0.0,,499065.25663179834,184360.13337341577,676926.5214057972,78601.10001592404,9154.93856512381,98096328.09581,32842594.94749,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,50,max,0.05,2030,12.41224482291042,7.45554624480698e-07,978417672982.7153,-18.770881496460365,1.1744120336872546,452489760.7756606,99999999.99089544,0.17720497748060304,163.83767704430068,84739.58084817353,0.9380228777573566,526639.4798891355,254248.90457679355,726142.4188991191,78601.10004709159,41249.84635964475,98096328.41597,32842594.96161,60000.0,6757898.75581,275920633.99065,0.0,0.0,22665.03189,0.0
1987bcab,1987,b,c,a,b,1500,50,min,0.05,2035,-0.0,1.7045168569603272e-11,913496233572.584,,150.7179090376173,-0.0,300000000.00002253,0.4977795986889854,307.1572602071972,0.0,,690519.2466372133,321825.2545328162,1027373.8602173184,40121.30007739072,201486.85949626233,137951446.48755,32842594.90036,19440000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,50,max,0.05,2035,21.300658904622882,2.6971610018874356e-06,946055772238.5211,-21.140276353998114,1.487112476241287,954207610.7106355,300000000.0002411,0.5585981358381409,397.7493597832777,183043.25590156374,0.7142699102419687,674618.3740281523,436427.6266112306,1097333.396891593,40121.30009627934,2595426.643077197,137951446.52183,32842594.91803,19440000.0,65889512.86918,441002923.56349,0.0,0.0,12824486.10858,0.0
1987bcab,1987,b,c,a,b,1500,50,min,0.05,2040,2.546510424223361,84.87512518088677,975630211269.3435,-3.692512791025832,0.9718552135798288,81102762.34972386,500000000.5381964,73536993.49294557,500.7434169388145,22944.667109112375,0.6464705250429136,927079.4854900576,428424.2371093533,1531350.4229270192,31807.914192902826,280982.2483296676,160046419.8433,3406439.70841,39860000.0,123331652.29359,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,50,max,0.05,2040,38.21826068542321,119.93508846954435,979361122521.9224,-24.893933230518545,1.7996671992092745,2142188188.920799,500000000.34082335,118091232.8477629,702.7511584790026,321811.1540173164,0.7104308522404745,871013.7494232765,532727.0175395806,1765757.2041749342,31807.90053453351,6052339.911842301,119783380.31712,32842590.07648,39860000.0,123331652.29359,952152354.92712,0.0,0.0,5844662.34411,0.0
1987bcab,1987,b,c,a,b,1500,50,min,0.05,2045,2.5572701035121868,2.4852172594980986e-05,877238653468.8105,,64.20073015924531,5286533022.258419,674766417.183069,101477220.1363353,675.4578530314074,22942.55608704748,0.6492617690697293,877434.3905720828,420369.0445129801,1529270.8222374562,31807.900107990743,476831.28064144053,377082130.26412,3172795.57448,64200000.0,214563285.49707,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,50,max,0.05,2045,,,,,,,,,,,,,,,,,,,,,,,,,
1987bcab,1987,b,c,a,b,1500,50,min,0.05,2050,2.1547882884805105,71.81909368101402,809805163854.8793,,64.25567229980635,4458827042.032671,741537278.1054344,103349070.19844384,742.1778017116577,22942.55608704748,0.5470762178106086,830354.4333150373,406419.74553359067,1505283.0716425357,31807.900068870513,686192.6007801701,407527945.37749,2939175.0953,79300000.0,304105444.0116,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,50,max,0.05,2050,,,,,,,,,,,,,,,,,,,,,,,,,
1987baab,1987,b,a,a,b,2000,50,min,0.05,2025,-0.0,6.592954739029204e-11,985537366635.7151,,59.44378924525245,-0.0,0.0,0.34605470820017487,7.157261084754458,0.0,,357549.0471255148,60675.397962674186,397720.35721083067,99790.10016166067,0.1779034456376488,98096329.19294,32842594.9327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,2000,50,max,0.05,2025,11.06399571072183,6.942361552121184e-08,1018550482472.8335,-14.660473035903559,0.5664426783481652,206342367.32074875,-189.0103797324584,0.02567093503097053,57.72293952846898,71709.72659088799,0.9993812505952597,398029.17545389436,101825.40458310042,415490.70110458706,99790.10001086247,0.012610367364251102,98096328.13687,32842594.95966,0.0,0.0,246154052.94661,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,2000,50,min,0.05,2030,-0.0,3.231563903552272e-11,955286375544.1428,,90.67376465143806,-0.0,25000000.000016876,0.43950987886687154,32.15726086836062,0.0,,518674.3892439974,218353.14909702595,684421.1181520019,78601.10019024299,9388.020051570847,98096329.15515,32842594.90564,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,2000,50,max,0.05,2030,12.86327524505075,1.944404834665514e-07,989564953720.8263,-17.690853553605653,1.0319906378852512,400194552.39244866,24999999.985679477,0.03724972711566582,91.05044220231689,100474.57399630769,0.8136977862350234,534608.5140915834,286829.08149439597,736125.1705090052,78601.10001678456,742112.1518585114,98096328.15997,32842594.95868,60000.0,6757898.75581,286692389.62034,0.0,0.0,4283752.5841,0.0
1987baab,1987,b,a,a,b,2000,50,min,0.05,2035,1.7661056435206481,58.86071811432363,1030043671138.5388,-3.284516987589369,1.0015328553406273,58286943.078839704,74999958.37583008,5207.840214148242,77.89694131314268,15528.921174010096,0.6788823866479118,909400.5110047752,433678.5923245205,1139873.742230291,40122.119050013294,174925.06274037983,70382005.05094,13142952.50842,19440000.0,65889512.86918,7910.84799,1201.61399,2205.27248,3771.78343,1693.12652
1987baab,1987,b,a,a,b,2000,50,max,0.05,2035,38.79143170308553,46.427880159983744,1031966792416.4465,-21.624949220747762,1.6691668025241213,2008343759.5955467,75000000.00074585,0.31897013416019904,292.20425906010877,325608.6116998077,0.7221329382168502,835837.8564093981,571615.2050094506,1289391.1404845337,40121.30011520358,4559406.071394892,84633673.39849,32842594.88508,19440000.0,65889512.86918,1022510140.81462,0.0,0.0,67602500.12447,0.0
1987baab,1987,b,a,a,b,2000,50,min,0.05,2040,22.898684744931785,763.2131625470398,1116086896079.315,-2.847389654741015,1.0273089871346168,757909487.4870305,124999999.99991734,0.0011634608108998853,255.41289932122464,203375.4423994856,0.6568823577080066,1038379.6186993469,505644.36517335847,1958919.242773957,31807.900001009435,3594323.172113425,1206.14611,7239767.42154,39860000.0,123331652.29359,627170411.53692,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,2000,50,max,0.05,2040,56.822126253152206,229.55398204817575,1119845377152.951,-29.244870221931272,2.4826014695432406,4397005902.038481,124999999.98922954,22259101.05101034,445.7075786030578,510132.46050606965,0.664154703929841,1077731.7936457656,604796.3753486071,2308012.4672561837,31807.900021531263,9491687.411889408,30644738.89313,7038866.66798,39860000.0,123331652.29359,1553739263.66527,0.0,0.0,139266947.33701,0.0
1987baab,1987,b,a,a,b,2000,50,min,0.05,2045,22.743668408227478,758.0464680436585,994394356322.9807,,93.48812656812446,68040628127.91673,200000000.00004804,1.3064314851078045,377.8288647696489,203373.80222764937,0.6524503204530607,992679.1270917046,500857.6313124256,1968098.284890622,31807.90012981023,3593202.2261525635,5688535.3781,0.0,64200000.0,214563285.49707,865672056.28404,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,2000,50,max,0.05,2045,52.08962957650629,291.54566644843123,1037219829996.4724,-51.826826761154514,3.729122650228776,5963086091.665627,199999998.1716107,46676474.07507499,483.64000083224994,510132.5134747702,0.6084932165638453,1033832.9364372562,600031.8247409529,2311060.2049158793,31807.908599704824,10434527.385958754,67060098.87768,8278278.00976,64200000.0,214563285.49707,1371978665.54106,0.0,0.0,10067482.3251,0.0
1987baab,1987,b,a,a,b,2000,50,min,0.05,2050,21.62283930977727,720.6892341940147,910938297985.5156,,89.85529866602606,63778495549.6416,275000000.000003,18822737.130825162,399.0122848423246,203373.80222764937,0.6202258288329091,951778.5417558925,508164.7985627264,2028381.840554705,31807.90002813983,3596752.0860142205,191126.399,0.0,79300000.0,304105444.0116,603692600.79142,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,2000,50,max,0.05,2050,56.38441038242865,306.00557736195935,959528055011.1569,-28.602903533638454,1.7434873162298676,3091423026.7535295,275000000.0538676,53074891.669235095,548.0886528955855,477331.2864434578,0.6915167455491062,989511.6862164512,598930.733724498,2349905.239914613,31807.90030679707,10466901.16314298,166787734.46017,4897343.88965,79300000.0,304105444.0116,1324201882.09173,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,2000,50,min,0.05,2025,-0.0,3.048442696287625e-11,981413296959.7336,,59.43775714492807,-0.0,0.0,0.6717317341252048,7.15726115021748,0.0,,357427.26375476853,60638.79504679639,397626.58107861545,99790.10015442285,0.2015921441613987,98096329.10039,32842594.93009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,2000,50,max,0.05,2025,11.60788886861926,2.156695850963432e-08,1019710704637.8556,-15.08259827643887,0.6362969375385602,243361127.9040371,-24.606190868270232,0.007735582480129642,61.44683756216203,75260.62515927266,0.9990395591636199,403350.9326195045,113336.70934902184,427642.60531102313,99790.100001451,0.0020528950647409673,98096328.01945,32842594.95184,0.0,0.0,264282012.94486,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,2000,50,min,0.05,2030,-0.0,6.58488038568808e-11,947036439698.376,,83.9879569214309,-0.0,100000000.00004257,0.6470883705876321,107.15726112451317,0.0,,501417.89831962896,182862.4958655709,678584.4824734258,78601.10016727107,9356.103158045638,98096329.07016,32842594.91505,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,2000,50,max,0.05,2030,12.7453713897246,3.8505588224409295e-07,980313384505.2393,-18.977824801250545,1.2061470087165023,476847825.9575068,100000000.00062752,0.11102235720396379,166.11921109961781,87288.2061047238,0.9378217914133722,527390.1039246174,255186.20803674933,730529.8678016055,78601.10002748061,50852.55450668955,98096328.28224,32842594.96622,60000.0,6757898.75581,287027156.59406,0.0,0.0,19250.90769,0.0
1987bcab,1987,b,c,a,b,2000,50,min,0.05,2035,-0.0,8.204889150867976e-11,917705486613.4105,,150.70338899521136,-0.0,300000000.0000541,1.4207880257011567,307.1572605291533,0.0,,691013.2051842536,323535.72974317754,1021976.1566121179,40121.30025134077,222212.19059829615,137951447.10578,32842594.81508,19440000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,2000,50,max,0.05,2035,22.05080138590726,2.446169994319762e-06,949020389298.3666,-20.920118975186195,1.4626110120259437,969863342.6144978,299999999.9926814,0.6395465341122937,403.11569241000103,190261.42679949146,0.7119371874354878,672446.4461777684,443053.70309398003,1096992.1275046784,40121.30009812776,2638036.3499859865,137951446.77815,32842594.94759,19440000.0,65889512.86918,467126264.49008,0.0,0.0,11703393.45008,0.0
1987bcab,1987,b,c,a,b,2000,50,min,0.05,2040,2.53900744496874,84.62510452590813,976017827756.6046,-3.6896721260115712,0.9717215422344041,80891403.14679635,500000000.4173849,73273041.33526802,500.70063869349804,22858.76942120738,0.6469879004863672,926516.4438394597,430182.32787328237,1528091.4329024348,31807.906289023005,299831.7333051835,160333398.13684,3212885.07968,39860000.0,123331652.29359,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,2000,50,max,0.05,2040,37.770375941244296,121.69182528886037,979979438616.2681,-25.357371430923894,1.8630268812424837,2190400851.9810905,500000000.0404374,116993083.28614174,700.1078909499178,320814.3116268245,0.7055530120586522,875131.4694019683,530640.207287646,1753441.915905847,31807.90023904818,6119028.168052369,117765927.74537,32842589.44795,39860000.0,123331652.29359,939284915.10268,0.0,0.0,5801550.60048,0.0
1987bcab,1987,b,c,a,b,2000,50,min,0.05,2045,2.5564992021673136,1.4814007985641248e-05,877639994326.0095,,64.18279200323478,5278757313.955128,674296902.0694866,101027435.39794238,674.9458256548897,22856.812398567028,0.6515009138081612,876871.3506851767,422127.13085663517,1526011.8379423649,31807.900144948046,491014.94594366464,377082145.17995,2977716.50646,64200000.0,214563285.49707,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,2000,50,max,0.05,2045,,,,,,,,,,,,,,,,,,,,,,,,,
1987bcab,1987,b,c,a,b,2000,50,min,0.05,2050,2.143168244737967,71.43179760613253,810127864034.3894,,64.26174435657612,4435308161.974873,742192499.7693801,102947544.65694368,742.7901754927609,22856.812398567028,0.5461672230164212,829704.0193533557,408177.83179843926,1499618.4426550083,31807.900020691064,704891.6006247983,407972714.96205,2742560.06823,79300000.0,304105444.0116,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,2000,50,max,0.05,2050,,,,,,,,,,,,,,,,,,,,,,,,,
1987baab,1987,b,a,a,b,100,60,min,0.05,2025,-0.0,2.5057610602995614e-11,976835845365.675,,58.05397230784802,-0.0,0.0,0.21350725190170022,7.154780650494746,0.0,,369502.7817178157,43506.34931639735,494205.3832662323,99790.1000760501,0.13142325752937498,98096328.64842,32831214.50834,0.0,0.0,0.0,0.0,0.0,460000.05375,0.0
1987baab,1987,b,a,a,b,100,60,max,0.05,2025,11.199563288865514,4.8740540890125444e-09,1013467188790.4388,-15.21461525728131,0.5690282935989717,202953193.8070322,-0.6595385974873569,0.005267607116212541,27.083533783273683,72554.935613824,0.9998420380108485,425492.45141801995,46573.23960864547,692915.6883546121,99790.10000242533,0.0046020598746390395,98096328.06604,32831214.51673,0.0,0.0,97013301.93501,0.0,0.0,153660599.94368,0.0
1987baab,1987,b,a,a,b,100,60,min,0.05,2030,-0.0,5.43757163444952e-11,930094890915.939,,86.13212863287141,-0.0,25000000.00006199,0.42590677397660953,32.15478070634065,0.0,,542336.7843182503,71491.3971554426,1039743.8691165381,76584.00012436861,5331.92627971911,98096328.77025,32831214.47205,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,100,60,max,0.05,2030,14.018041386438831,6.748358995710037e-08,969655505345.4597,-20.38789409419576,1.0069739711454264,434167487.21586096,18509174.80473938,0.012018683942361554,75.01222324692928,102667.89575165369,0.8682618727839937,522349.763788702,77147.51557867319,1455189.4931665156,76584.00000469385,135516.57233807136,98096328.03822,32831214.50198,80000.0,6757898.75581,240227688.79889,0.0,0.0,89228189.30107,0.0
1987baab,1987,b,a,a,b,100,60,min,0.05,2035,1.5716521254390987,52.383165339979186,986355780475.4545,-3.9365643017802276,1.0295549904345531,53558529.54930075,75000000.00030896,0.01406555220170131,79.49800210852005,14852.579929104235,0.6316458896051138,874934.0725492812,256634.01351885666,1536972.5957554178,40121.300000103656,82237.04917288055,77794619.98948,20640028.70761,19450000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,100,60,max,0.05,2035,44.12198286267067,4.067072672106316e-06,990138630750.1718,-24.584800819823368,1.5640743093637264,2127346603.0146413,74999999.9710797,0.5527163679508528,306.2264112646024,327702.1135382023,0.8178664068567929,693479.7653588046,198148.3709802184,2804733.7801341326,40121.300209205416,986285.7265256314,137951447.64227,32831214.5117,19450000.0,65889512.86918,1090782142.67515,0.0,0.0,123681376.73087,0.0
